지역,업소명,주소,전화전호,주메뉴
금산,꽃님이가든,금산군 진산면 태고사로 360,041-751-4948,"추어탕,오리불고기"
금산,잔치타운,금산군 금산읍 비호로89-6,041-751-0445,약초쌈밥
금산,맛깔인삼요리전문점,금산군 금산읍 비단로 172,041-753-5353,인삼복찜
금산,너구리의피난처,금산군 금성면 적우실길 28,041-753-3290,해물수제비
금산,마달피가든,금산군 제원면 용화로 272,041-754-7123,"인삼어죽,민물매운탕"
금산,먹세나,금산군 금성면 무금로 2527,041-751-0909,유황오리옻백숙
금산,아구산성,금산군 금산읍 군청4길 34,041-751-4979,"아구찜,탕"
금산,아우네부대찌개,금산군 금산읍 금산로 1502,041-751-2002,부대찌게
금산,삼원가든,금산군 남일면 무금로 2085,041-754-3121,한정식
금산,풍천민물장어,금산군 복수면 복수로 659,041-753-7027,민물장어
금산,인삼장어백탄구이,금산군 금산읍 군청3길 7,041-751-0323,"민물장어,갈치조림(돌솥밥포함)"
금산,한솔가든,금산군 금산읍 삼풍로 152,041-753-4132,버섯찌게
금산,가든수목정,금산군 진산면 휴양림로 2198,041-752-1190,"닭백숙,빠가매운탕"
금산,머들령,금산군 추부면 검한1길 156,041-751-7712,삼겹살
금산,인삼고을,금산군 금산읍 남사직길 39,041-753-2059,"한우,염소전골,갈비된장전골"
금산,박가네집,금산군 금산읍 남사직6길 33,041-753-8033,"한우구이,한우사골뼈설렁탕"
금산,황토집사람들,금산군 진산면 태고사로 444,041-752-4110,청국장
금산,대둔산주원명가,금산군 진산면 태고사로 468,041-751-9732,오리코스요리
금산,황금오리알,금산군 추부면 다복로 696,041-752-0114,"오리주물럭,오리한방백숙"
금산,성덕장수촌,금산군 금산읍 삼풍로 163,041-753-2900,오리한방백숙
금산,쌈밥오리,금산군 추부면 하마전로 72,041-753-9288,오리쌈밥
부여,백제의집,부여군 부여읍 흑천로8번길 22,041-834-1212,"연밥,쌈밥"
부여,나루터식당,부여군 부여읍 나루터로 37,041-835-3155,"나루터정식,장어구이"
부여,장어촌,부여군 부여읍 궁남로 6-1,041-834-6614,장어구이
부여,오대양회집,부여군 부여읍 의열로 3,041-835-2827,"활어회,알탕"
부여,어랑어랑,부여군 부여읍 성왕로 250-1,041-836-1533,생대구지리탕
부여,조선왕갈비,부여군 부여읍 나루터로 19,041-836-4433,"조선왕갈비,고추장삼겹살"
부여,아우네순대,부여군 부여읍 부여로 6-14,041-834-3939,"순대국밥,순대철판"
부여,터전,부여군 규암면 흥수로 771,041-834-7794,"오리주물럭,청돼지"
부여,서동한우,부여군 부여읍 성왕로 256,041-832-7585,"한우특수부위모둠,서동탕"
부여,풍년가든,부여군 임천면 충절로1535번길 24-10,041-833-8719,"오리생구이,오리주물럭"
부여,백제가든,부여군 부여읍 가증남로 99,041-836-0306,"생갈비,한우등심"
부여,황토정,부여군 규암면 백제문로 30,041-834-6263,"연갈비정식,특선모듬"
부여,구드래돌쌈밥,부여군 부여읍 나루터로 31,041-836-9259,쌈밥
부여,쭈앤 샤브샤브,부여군 부여읍 계백로 405,041-837-0081,"웰빙쭈꾸미,월남쌈샤브샤브"
부여,인동초회관,부여군 부여읍 동남리191번지2호,041-836-0096,"곱창전골,연잎밥"
부여,외산가든,부여군 외산면 외산로 11,041-836-0950,"삼겹살,육개장"
부여,부여관광회관,부여군 부여읍 백제문화로 33,041-835-1173,"버섯전골,불고기백반"
부여,완도수산 야채 막회,부여군 부여읍 성왕로273번길 46,041-834-0666,"야채막회(대),광어,우럭"
부여,남태평양회타운,부여군 부여읍 성왕로 160-38,041-836-7221,활어회
부여,백제고을누룽지백숙,부여군 부여읍 정림로 96,041-835-8353,누룽지백숙
부여,그집에가면,부여군 부여읍 금성로 39,041-834-0347,"비빔밥,보리밥"
부여,진미칡냉면,부여군 부여읍 나루터로 6,041-837-0558,"냉면,국밥"
부여,솔내음레스토랑,부여군 부여읍 나루터로 39,041-836-0116,솔내음연잎떡갈비정식
부여,석담아구,부여군 부여읍 사비로71번길 7,041-837-2525,"갈산복탕,꽃게장정식"
부여,대덕숯불갈비,부여군 홍산면 홍산로 37,041-835-0090,"돼지갈비,삼겹살"
부여,부여한우곱창,부여군 부여읍 부여로 6-8,041-834-4041,"곱창구이,곱창전골"
부여,신마산아구,부여군 부여읍 계백로 289-11,041-835-5800,"아구찜,뽈탕"
부여,사비아구,부여군 부여읍 부소로 6,041-835-0025,"아구찜,탕,해장국"
부여,바다여행,부여군 부여읍 동남리677번지6호,041-832-8216,활어회
부여,OK샤브칼국수,부여군 부여읍 성왕로 284-1,041-837-4949,"샤브칼국수,매생이칼국수"
부여,동아리 동태찜 탕,부여군 부여읍 사비로15번길 13,041-837-0700,"동태전골,동태탕"
부여,향우정,부여군 부여읍 나루터로 33,041-835-0085,"불고기정식,갈비찜정식,연잎쌈밥"
부여,신포우리만두,부여군 부여읍 중앙로5번길 7-1,041-836-7501,"쫄면,비빔만두"
부여,(주)하늘채,부여군 부여읍 계백로 397,041-834-2227,연잎밥정식
부여,청사뜰,부여군 부여읍 서동로37번길 30,041-834-1281,"코다리찜,대구탕"
부여,영일촌,부여군 부여읍 성왕로 287,041-833-3399,"옻닭,옻오리"
부여,사또국밥,부여군 부여읍 의열로 33,041-836-6800,"사또국밥,도가니탕"
부여,클럽하우스 1호점,부여군 은산면 충절로 3734-82,041-830-0700,"우거지갈비탕,올갱이아욱국"
부여,해오름가든,부여군 외산면 만수리19-47번지,041-836-4550,"청국장,삼겹살"
부여,회림참치,부여군 부여읍 흑천로8번길 15-5,041-832-7676,"참치회,광어"
부여,준 버섯 샤브샤브,부여군 부여읍 쌍북리601번지4호,041-837-9339,버섯샤브샤브
부여,나경버섯농가,부여군 석성면 비당리817번지외5필지,041-836-0039,"버섯전골,버섯비빔밥"
부여,상운반점,부여군 부여읍 동남리705번지,041-833-0027,"쟁반짜장,짬뽕"
부여,이 민물장어 하우스,부여군 규암면 백제문로304번길 59-2,041-833-3900,"보양식민물장어탕,장어구이"
서천,이화가든,서천군 마서면 금강로 1145-17,041-956-2501,"민물매운탕,붕어찜"
서천,강변횟집,서천군 마서면 장산로 714,041-956-8874,"생선회,생선탕"
서천,장항횟집,서천군 마서면 장산로 716,041-956-3034,"생선회,생선탕"
서천,불꽃,서천군 마서면 장산로 811-1,041-956-5557,양념돼지갈비
서천,하구뚝해물칼국수,서천군 마서면 장산로 849-1,041-956-3366,"칼국수,왕만두"
서천,덕수궁해물칼국수,서천군 마서면 장산로855번길 5,041-956-7066,해물칼국수
서천,채선정,서천군 마서면 장서로 532,010-4355-777,부페
서천,청송회관,서천군 비인면 비인로 145,041-952-3355,"백반,돼지고기"
서천,남강,서천군 서면 공암남촌길 145,041-951-8210,"주꾸미요리,국밥"
서천,보라가든,서천군 서면 부사로 238,041-952-2616,"장어구이,생선탕"
서천,아침햇살,서천군 서면 부사로 275,041-952-3948,"생선회,꽃게장백반"
서천,장벌설농탕,서천군 서면 서인로 699,041-952-8993,"설농탕,백반"
서천,서천서해안횟집,서천군 서면 서인로 93,041-952-3177,"생선회,생선탕"
서천,바닷가횟집,서천군 서면 춘장대로151번길 35,041-953-7000,"생선회,생선탕"
서천,황금어장횟집,서천군 서면 춘장대로151번길 55,041-952-9399,"생선회,생선탕"
서천,고궁,서천군 서천읍 군청로 7,041-952-0050,"갈비탕,찜"
서천,육육구이,서천군 서천읍 사곡로28번길 3,041-952-6692,"영양밥,궁중비빔밥"
서천,남경가든,서천군 서천읍 서문로 101,041-953-7612,녹두삼계탕
서천,롯데부페,서천군 서천읍 서문로5번길 5,041-952-8778,한식부페
서천,박대감,서천군 서천읍 서천로 144-9,041-952-8989,"돼지고기,쇠고기"
서천,소가보이는들녘,서천군 서천읍 서천로 152,041-952-8887,"한우구이,삼겹살"
서천,구미가,서천군 서천읍 서천로232번길 9,041-953-0005,"오리구이,닭백숙"
서천,이화갈비,"서천군 서천읍 송신로 13-20, 동 층",041-952-8579,"돼지고기,쇠고기"
서천,기억속에보리밥,서천군 서천읍 충절로 73,041-953-5172,"보리밥,훈제오리"
서천,서천아구탕,서천군 서천읍 충절로109번길 28,041-953-4391,"아구탕,아구찜"
서천,서천한우타운,서천군 서천읍 충절로41번길 11-15,041-953-3377,"돼지고기,쇠고기"
서천,갯바우회집,서천군 서천읍 충절로59번길 18,041-953-8348,"생선회,생선탕"
서천,코너분식,서천군 서천읍 충절로59번길 21-10,041-951-7794,해물칼국수
서천,큰집감자탕,서천군 서천읍 충절로59번길 31-11,041-952-5386,감자탕
서천,서래야건강밥상,서천군 서천읍 충절로81번길 7,041-953-3788,"생선탕,백반"
서천,바다회집,서천군 장항읍 장산로 609,041-956-7932,"생선회,생선탕"
서천,자연횟집,서천군 장항읍 장산로 622-11,041-957-0019,"생선회,생선탕"
서천,일송,서천군 장항읍 장산로 626,041-956-5733,"생선회,생선탕"
서천,수라원,서천군 장항읍 장산로 641-9,041-956-6250,한우구이
서천,우리식당,서천군 장항읍 장서로29번길 42,041-957-0465,"아구탕,아구찜"
서천,할매온정집,서천군 장항읍 장서로47번길 20,041-956-4860,"아구탕,아구찜"
서천,서해안해물,서천군 장항읍 장서로47번길 21,041-956-7500,해물탕
서천,황궁,서천군 장항읍 장항로161번길 22,041-956-1315,짬뽕
청양,까치네흥부가든,청양군 대치면 사수터길 115-8,041-943-1640,참게매운탕
청양,황소집,청양군 대치면 장곡길 83,041-943-7728,옻닭
청양,양명식당,청양군 비봉면 충절로 1991,041-943-6881,아욱된장국
청양,작은농원,청양군 비봉면 중묵운곡로 51-60,041-943-3760,옻닭
청양,함지박식당,청양군 청양읍 중앙로 238,041-943-3177,오리주물럭
청양,다미,청양군 청양읍 칠갑산로 156,041-942-7500,한우불고기
청양,별장가든,청양군 청양읍 충절로 1494,041-942-3312,한정식
청양,산골짜기,청양군 대치면 장곡길 143-54,041-942-2900,버섯전골
청양,청양임꺽정,청양군 청양읍 고리섬들길 71,041-943-0101,한우고기
청양,우성산회관,청양군 청양읍 칠갑산로8길 9,041-944-1222,돌솥정식
청양,칠갑산골,청양군 대치면 장곡길 147,041-942-7211,한정식
청양,다래정회관,청양군 청양읍 중앙로11길 4-1,041-943-9999,돼지갈비
청양,칠갑산맛집,청양군 대치면 장곡길 119-39,041-943-5912,산채비빔밥
청양,오미식당,청양군 청양읍 중앙로9길 4,041-943-2325,순두부찌개
청양,한우명가어울림,청양군 청양읍 칠갑산로8길 13,041-942-1592,한우고기
청양,가마솥회관,청양군 청양읍 중앙로11길 19,041-942-9829,장어구이
청양,까치네둥지가든,청양군 장평면 사수터길 5-47,041-943-0008,참게장백반
청양,아니골가든,청양군 대치면 장곡길 72-22,041-943-6766,옻닭
청양,칠갑산마루쌈밥정식,청양군 청양읍 고리섬들길 73,041-943-8585,돌솥쌈밥정식
청양,칠갑산청정한우타운,청양군 비봉면 록평용당로 775-1,041-942-5681,한우고기
청양,해오름,청양군 청양읍 칠갑산로 59-6,041-943-1292,돼지갈비
홍성,한올채,홍성군 금마면 광금북로 419,041-634-6292,오리백숙
홍성,한우本,홍성군 홍성읍 문화로 72번길 29,041-634-2292,한정식
홍성,케이알산업(상)홍성휴게소,홍성군 은하면 금국리 292-4,041-642-1172,"한식,면류"
홍성,코리아식당,홍성군 홍성읍 홍성천길 136,041-631-7600,해물매운탕
홍성,대왕식당,홍성군 광천읍 광천로 329번길 54,041-641-3505,돼지갈비
홍성,다다횟집,홍성군 홍성읍 조양로 131,041-632-2346,생선회
홍성,로얄회관,홍성군 홍성읍 충서로 1417-9,041-634-4051,한정식
홍성,예당큰집,홍성군 장곡면 무한대로 957-18,041-642-3833,한정식
홍성,함흥냉면,홍성군 홍성읍 오관리 140-4,041-632-4760,"냉면,갈비"
홍성,케이알산업(하)홍성휴게소,홍성군 은하면 금국리 292-3,041-642-1151,한식면류
홍성,신만횟집,홍성군 서부면 남당항로 213번길,041-634-6457,생선회
홍성,미당한우,홍성군 홍성읍 홍덕서로 193,041-632-2001,한우생갈비
홍성,삼삼복집,홍성군 갈산면 갈산로 114번길 7-3,041-633-2145,복어
홍성,마온월드타운,홍성군 구항면 충서로 1067-3,041-634-5580,"한식,부페"
홍성,삼거리갈비,홍성군 홍성읍 월계천길 238,041-632-2681,한우생갈비
홍성,마을촌,홍성군 홍성읍 월산1길 39-7,041-632-2516,닭갈비
홍성,신토불이,홍성군 홍성읍 충절로 873번길 8,041-631-0507,오리정식
홍성,돌산가든,홍성군 홍북면 용봉산2길 37,041-634-8500,한정식
홍성,산울림,홍성군 홍북면 이응노로 255,041-633-9601,두부전골
홍성,원조갈비,홍성군 홍성읍 홍성천길 194,041-633-5103,돼지갈비
홍성,훼미리,홍성군 홍성읍 아문길 59,041-632-5103,경양식
홍성,송정일식,홍성군 홍성읍 홍덕서로 24-20,041-631-6944,생선회
홍성,웰빙매운해물손칼국수,홍성군 홍북면 용봉산 1길 2,041-631-4437,해물칼국수
홍성,내포갈비,홍성군 홍성읍 월산1길 41,041-632-1144,"갈비,삼겹"
홍성,사슴가든홍성한우갈비,홍성군 홍성읍 월계2길 3,041-634-0114,한우생갈비
홍성,쑥쑥식당,홍성군 홍성읍 월산로 34,041-631-0706,한식백반
홍성,금호가든,홍성군 홍성읍 도청대로 96번길 62,041-632-2690,삼계탕
홍성,대봉,홍성군 홍성읍 내포로 66,041-632-5868,한정식
홍성,청하수산,홍성군 광천읍 광천로 195,041-641-2535,생선회
홍성,광명식당,홍성군 홍성읍 월산로 30번길 2-4,041-634-6932,한식
홍성,설악칡냉면,홍성군 홍성읍 월산로 38,041-633-5528,냉면
홍성,조가네진지상,홍성군 홍성읍 내포로 88-1,041-631-0511,한정식
홍성,경성회관,홍성군 홍성읍 문화로 112-10,041-633-5949,한정식
홍성,어울림홍성한우전문점,홍성군 홍성읍 충서로 1294,041-633-0808,한우갈비
홍성,아람,홍성군 광천읍 광천로 297,041-641-1507,한정식
홍성,장충동왕족발보쌈,홍성군 홍성읍 홍성천길 310,041-633-3300,족발
홍성,중화식당,홍성군 갈산면 상촌리 240,041-633-2012,면류
홍성,용궁회관,홍성군 홍성읍 월산로 36,041-631-5607,"민물매운탕,삼계탕"
홍성,김가네볼태기,홍성군 갈산면 갈산로 118,041-631-7117,"대구탕,대구찜"
홍성,소정곱창,홍성군 홍성읍 월산1길 43,041-634-7783,곱창전골
홍성,태평식당,홍성군 홍성읍 오관리 122-1,041-631-1999,"삼계탕, 굴밥"
홍성,삼정숯불갈비,홍성군 광천읍 광천리 6-8,041-641-1641,돼지갈비
홍성,군산아구전문점,홍성군 홍성읍 의사로 72번길 30-15,041-633-5950,아구찜
홍성,갯마을횟집,홍성군 서부면 남당항로 868,041-631-3969,생선회
홍성,삼다리곱창,홍성군 홍성읍 도청대로 6,041-634-0362,곱창전골
홍성,등나무,홍성군 홍성읍 법원1길 22,041-631-3399,"갈비,삼겹"
홍성,홍성숯불갈비냉면,홍성군 홍성읍 홍성천길 114,041-631-7555,돼지갈비
홍성,대왕갈비,홍성군 홍성읍 조양로 151번길 27,041-632-1124,돼지갈비
홍성,조양아구찜,홍성군 홍성읍 조양로 75번길 68,041-632-6686,아구찜
홍성,엘림가든,홍성군 홍성읍 백월로 117번길 20-68,041-633-6301,닭백숙
홍성,대어횟집,홍성군 홍성읍 의사로 64번길 10,041-634-2990,생선회
홍성,밀촌홍두깨칼국수,홍성군 홍성읍 내포로 222,041-633-8882,해물칼국수
예산,아리장가든,예산군 예산읍 아리랑로 155-5,041-335-5295,한정식
예산,삼우갈비,예산군 예산읍 임성로 23번길 8,041-333-6230,소갈비
예산,자금성,예산군 예산읍 관양산길 24-31,041-333-1919,자장면
예산,천우장식당,예산군 예산읍 산성금오실길 12,041-335-2077,한정식
예산,광장식당,예산군 예산읍 역전로 140번길 14-2,041-332-3627,한정식
예산,신창집,예산군 삽교읍 삽교로 4길 7-9,041-338-2357,곱창전골
예산,양어장가든,예산군 대흥면 신속대야로 32,041-335-4853,메기매운탕
예산,금강장어구이,예산군 오가면 오가중앙로 125,041-335-2731,장어구이
예산,수목가든,예산군 고덕면 황금뜰로 187,041-338-4489,돼지갈비
예산,덕산복집,예산군 덕산면 읍내북문길20,041-338-4033,복어탕
예산,연포가든,예산군 예산군 덕산면 덕산온천로405-49,041-337-0324,낙지전골
예산,별미식당,예산군 덕산면 수덕사안길 33-4,041-337-6363,산채정식
예산,수덕골미락식당,예산군 덕산면 수덕사안길 42-1,041-337-0606,산채정식
예산,뜨끈이식당,예산군 덕산면 덕산온천로 331-6,041-338-3993,해장국
예산,한가람한식당,예산군 삽교읍 수암산로 210,041-338-9090,한식부페
예산,돌고래회관,예산군 응봉면 예당관광로 180,041-332-2540,붕어찜
예산,삽다리칼국수,예산군 삽교읍 충의로 672,041-337-3135,칼국수
예산,꿈꾸는나무,예산군 덕산면 대치4길 22,041-338-7771,돈가스
예산,청수가든,예산군 고덕면 고덕중앙로45-9,041-337-3682,오리주물럭
예산,동흥루,예산군 예산읍 예산로 220-1,041-331-2812,자장면
예산,수석아구,예산군 예산읍 역전로 140번길 9,041-334-5855,아구찜
예산,박속황태칼국수,예산군 응봉면 충서로 245,041-331-0633,황태칼국수
예산,오복식당,예산군 덕산면 수덕사안길 33-4,041-337-6110,산채정식
예산,우리식당,예산군 덕산면 수덕사안길 36,041-337-6031,산채정식
예산,길손식당,예산군 덕산면 수덕사안길 36,041-337-6045,산채정식
예산,버들식당,예산군 덕산면 수덕사안길 37,041-337-4337,산채정식
예산,그때그집,예산군 덕산면 수덕사안길 8-26,041-337-6633,산채정식
예산,신분준할머니기러기칼국수,예산군 오가면 윤봉길로 1854,041-333-3331,기러기탕백숙
예산,예산갈비,예산군 예산읍 교남길 55-1,041-332-2891,생갈비
예산,중앙산채명가식당,예산군 덕산면 수덕사안길 42-1,041-337-6677,산채정식
예산,수덕사고개식당,예산군 덕산면 수덕사로 976,041-337-5592,산채정식
예산,두멍,예산군 덕산면 광천 홍암길 83-5,041-337-8967,오리훈제
예산,수덕사도식후경,예산군 덕산면 수덕사안길 33-4,041-337-3330,산채정식
예산,민속촌,예산군 예산읍 수철길 199,041-334-5520,오향오리
예산,민물나라,예산군 응봉면 예당관광로 37,041-333-8485,어죽
예산,엘가in아라첼리,예산군 덕산면 광천홍암길 72,041-337-0789,스파게티
예산,초원갈비,예산군 예산읍 신례원로 217-2,041-334-8254,돼지갈비
예산,동경일식,예산군 덕산면 덕산온천로 324-9,041-338-3085,활어회
예산,태백산가든,예산군 대술면 충령사로 99,041-331-2500,소갈비
예산,산촌식당,예산군 덕산면 대학로6번길 3-32,041-337-7633,산채정식
예산,무릉도원,예산군 덕산면 수덕사안길 33-4,041-337-6026,산채정식
예산,산장궁식당,예산군 덕산면 수덕사안길 33-5,041-337-6039,산채정식
예산,수덕식당,예산군 덕산면 수덕사안길 33-5,041-337-6019,산채정식
예산,양어장집(예산점),예산군 예산읍 벚꽃로 100,041-331-7200,메기매운탕
예산,당진식당,예산군 예산읍 임성로 15번길 9,041-335-4624,삼겹살
예산,털보신흥식당,예산군 광시면 예당로 151-5,041-333-8925,소갈비
예산,블랙스톤앤의좋은오리,예산군 대흥면 예당로 816,041-332-0726,"돈까스, 오리"
예산,면천추어탕,예산군 덕산면 온천단지2로 125,041-337-5959,추어탕
예산,고구려한우,예산군 신암면 조곡남로 69,041-332-6354,한우생고기
예산,예산(대전방향)휴게소한식당,예산군 신양면 당진영덕고,041-334-0094,백반
예산,예산(당진방향)휴게소한식당,예산군 신양면 당진영덕고,041-335-0076,백반
예산,성일산채,예산군 덕산면 수덕사로 1121,041-337-9011,산채정식
예산,거북이식당,예산군 덕산면 수덕사안길 37-1,041-337-0503,산채정식
예산,월정,예산군 삽교읍 효림농석길 242,041-338-1120,한정식
예산,조양한우타운,예산군 예산읍 마상길 9,041-331-3500,한우생고기
예산,외갓집외숙모,예산군 예산읍 예산로 229,041-334-6733,생선조림
예산,매일한우타운,예산군 광시면 예당로 155,041-333-2604,한우생고기
예산,더센트럴 웨딩,예산군 예산읍 예산로 320,041-331-3000,부페
예산,양지한우암소정육,예산군 광시면 광시소길 11,041-333-1202,한우생고기
태안,한국관,태안군 태안읍 동문리446,041-675-2415,불고기
태안,원북박속낙지탕,태안군 원북면 반계리321,041-672-5017,박속낙지탕
태안,등대식관,태안군 태안읍 동문리312-5,041-674-4085,아구탕
태안,샘골가든,태안군 태안읍 동문리781,041-674-2742,돼지갈비
태안,유명해물나라,태안군 태안읍 동문리 339-1,041-674-0222,해물탕
태안,대륙봉횟집,태안군 안면읍 승언리339-171,041-673-4282,생선회
태안,흑도회관,태안군 소원면 모항리산36-2,041-672-5353,생선회
태안,인평장어메기집,태안군 태안읍 인평리324,041-674-4660,장어구이
태안,양반왕족발보쌈,태안군 태안읍 동문리264-7,041-675-8020,보쌈
태안,맷골식관,태안군 남면원 청리205-2,041-674-7474,된장찌개
태안,영일식관,태안군 이원면 포지리136,041-672-8016,설렁탕
태안,어흥회관,태안군 안면읍 창기리1265-64,041-673-5403,꽃게탕
태안,샤브향고기킹태안점,태안군 태안읍 남문리 703-2,041-672-0202,월남쌈
태안,초가,태안군 남면 진산리산18-2,041-672-0104,손두부
태안,항아리칼국수,태안군 태안읍 동문리881-5,041-675-1813,해물칼국수
태안,온양하우스,태안군 태안읍 동문리880-7,041-672-0016,돼지갈비
태안,신토불이회수산,태안군 태안읍 동문리319-1,041-675-6363,생선회
태안,백경관,태안군 안면읍 승언리1290-38,041-673-7871,한정식
태안,승진수산횟집,태안군 안면읍 승언리 1329-1,041-673-3378,생선회
태안,몽산포횟집,"태안군 남면 몽산리685-36,37",041-672-7141,생선회
태안,이원식당,"태안군 이원면 포지리82-2,83-2",041-672-8024,박속낙지탕
태안,백화산가든,태안군 태안읍 평천리679-1,041-674-7495,한식뷔페
태안,한아구,태안군 태안읍 동문리339-15,041-674-3800,아구찜
태안,딴뚝통나무집,태안군 안면읍 승언리60-42,041-673-1645,오리탕
태안,푸른바다횟집,태안군 안면읍 승언리1331-1,041-673-9200,생선회
태안,먹거리수산,태안군 남면몽 산리686-22,041-672-2462,생선회
태안,토담집,태안군 태안읍 남문리468-6,041-674-4561,간장게장
태안,돼지촌,태안군 태안읍 남문리690-7,041-673-2948,삼겹살
태안,태안시골장터,태안군 태안읍 남문리722-3,041-674-5034,순대국밥
태안,이조원,태안군 안면읍 창기리1262-203,041-674-3009,꽃게탕
태안,서울회센타,태안군 근흥면 정죽리1268-1,041-675-4662,생선회
태안,서해바다,태안군 소원면 모항리4B4L,041-672-8899,생선회
태안,파파스피자,태안군 태안읍 남문리700-8,041-672-9981,피자
태안,가보,태안군 태안읍 남문리721-18,041-672-2600,중국요리정식
태안,다미횟집,태안군 안면읍 승언리1314,041-673-1124,생선회
태안,신천일회관,태안군 근흥면 정죽리1243-7,041-674-8486,주꾸미철판구이
태안,선원회관,태안군 근흥면 신진도리522-16,041-674-9770,한식
태안,명성가든,태안군 안면읍 승언리 775-3,041-674-3055,한식
태안,황소왕갈비,태안군 안면읍 승언리968-2,041-673-4130,한우갈비
태안,함바위굴밥,태안군 남면 당암리1-48,041-674-0567,굴밥
태안,학암식관,태안군 태안읍 동문리 275-3,041-674-2869,삼계탕
태안,셀링피자전문,태안군 태안읍 동문리 885-8,041-674-4465,피자
태안,산장식당,태안군 태안읍 상옥리 1156,041-675-2992,영양솔밥
태안,초록애,태안군 태안읍 동문리 808,041-672-5233,오리정식
태안,오리사냥,태안군 태안읍 동문리 331-8,041-672-5292,오리구이
태안,통나무집사람들,태안군 원북면 양산리 200-6,041-672-1600,돈까스
태안,수라정꽃게집,태안군 안면읍 승언리 1280-2,041-674-3311,간장게장
태안,설악식관,태안군 태안읍 남문리 461-2,041-673-1853,한식
태안,국일대반점,태안군 태안읍 남문리 204-1,041-674-1137,중국요리정식
태안,남문정,태안군 태안읍 남문리 679-20,041-675-5321,한정식
태안,등대횟집,태안군 근흥면 신진도리 524-5,041-675-7557,생선회
태안,육미향,태안군 태안읍 남문리 704-9,041-675-8242,한우갈비
태안,운영수산회센타,태안군 이원면 내리 39-2,041-675-3048,생선회
태안,풍년수산회센타,태안군 안면읍 승언리 1331-34,041-674-4254,생선회
태안,정일품,태안군 태안읍 동문리 886-8,041-674-0505,한우갈비
태안,솔밭가든,태안군 안면읍 장터로 176-5,041-673-2034,한식
태안,대가,태안군 태안읍 송암로 578-60,041-675-6070,한우갈비
태안,대궐,태안군 안면읍 응지마을길 2-1,041-674-7677,한우갈비
태안,봉쥬르,태안군 군청8길 19,041-672-7040,돈까스
