시도,군구,관광지,내/외국인,총계(2019.01 ~ 2020.12),인원계,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,인원계,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월
충청남도,청양군,칠갑산천문대,내국인,"21,600","16,053","1,950",925,741,843,"1,957","1,009",773,"2,981",595,"1,910","1,035","1,334","5,547","1,157",469,0,0,431,825,226,816,0,691,911,21
충청남도,청양군,칠갑산천문대,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,청양군,칠갑산천문대,합계,"21,600","16,053","1,950",925,741,843,"1,957","1,009",773,"2,981",595,"1,910","1,035","1,334","5,547","1,157",469,0,0,431,825,226,816,0,691,911,21
충청남도,청양군,칠갑산휴양랜드,내국인,"5,047",,,,,,,,,,,,,,"5,047","1,083",423,0,0,346,857,216,972,0,432,710,8
충청남도,청양군,칠갑산휴양랜드,합계,"5,047",,,,,,,,,,,,,,"5,047","1,083",423,0,0,346,857,216,972,0,432,710,8
충청남도,홍성군,거북이마을,내국인,"20,903","16,854",619,732,"1,065","2,751","1,189",933,946,831,"1,603","2,542","2,086","1,557","4,049",711,311,331,238,202,432,432,501,358,151,239,143
충청남도,홍성군,거북이마을,외국인,160,93,0,0,0,0,0,0,8,11,0,43,20,11,67,0,0,0,13,31,18,1,0,4,0,0,0
충청남도,홍성군,거북이마을,합계,"21,063","16,947",619,732,"1,065","2,751","1,189",933,954,842,"1,603","2,585","2,106","1,568","4,116",711,311,331,251,233,450,433,501,362,151,239,143
충청남도,홍성군,고암 이응노 생가기념관,내국인,"50,571","23,429","1,289","1,201","1,951","3,061","2,945","1,314","2,278","1,640","2,105","2,382","1,984","1,279","27,142",939,"1,313","1,554","1,916","1,839","1,974","2,048","1,242","1,940","7,621","3,433","1,323"
충청남도,홍성군,고암 이응노 생가기념관,합계,"50,571","23,429","1,289","1,201","1,951","3,061","2,945","1,314","2,278","1,640","2,105","2,382","1,984","1,279","27,142",939,"1,313","1,554","1,916","1,839","1,974","2,048","1,242","1,940","7,621","3,433","1,323"
충청남도,홍성군,그림이 있는 정원,내국인,"33,534","21,394",414,383,"1,327","3,582","5,003","2,266","1,047",995,"1,333","3,115","1,394",535,"12,140",468,293,629,"1,386","2,310","1,165",840,645,776,"2,203","1,133",292
충청남도,홍성군,그림이 있는 정원,외국인,84,69,1,4,9,9,28,11,1,1,0,0,5,0,15,1,0,4,0,0,1,0,0,9,0,0,0
충청남도,홍성군,그림이 있는 정원,합계,"33,618","21,463",415,387,"1,336","3,591","5,031","2,277","1,048",996,"1,333","3,115","1,399",535,"12,155",469,293,633,"1,386","2,310","1,166",840,645,785,"2,203","1,133",292
충청남도,홍성군,김좌진장군생가,내국인,"82,147","55,156","2,928","3,394","5,491","8,450","6,605","4,136","3,093","3,420","3,376","7,408","4,701","2,154","26,991","2,114","1,824","1,515","1,771","2,324","1,550","1,888","2,426","2,224","4,079","3,937","1,339"
충청남도,홍성군,김좌진장군생가,합계,"82,147","55,156","2,928","3,394","5,491","8,450","6,605","4,136","3,093","3,420","3,376","7,408","4,701","2,154","26,991","2,114","1,824","1,515","1,771","2,324","1,550","1,888","2,426","2,224","4,079","3,937","1,339"
충청남도,홍성군,문당환경농업마을,내국인,"7,547","4,335",207,230,187,555,419,261,396,453,491,265,650,221,"3,212",216,241,201,38,83,152,286,319,127,611,872,66
충청남도,홍성군,문당환경농업마을,외국인,25,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,홍성군,문당환경농업마을,합계,"7,572","4,360",207,230,187,555,419,261,396,453,491,265,675,221,"3,212",216,241,201,38,83,152,286,319,127,611,872,66
충청남도,홍성군,속동전망대,내국인,"74,735",,,,,,,,,,,,,,"74,735",,,,"6,591","11,107","8,822","9,036","8,443","9,955","12,351","4,357","4,073"
충청남도,홍성군,속동전망대,합계,"74,735",,,,,,,,,,,,,,"74,735",,,,"6,591","11,107","8,822","9,036","8,443","9,955","12,351","4,357","4,073"
충청남도,홍성군,식기박물관,내국인,"47,767","22,200","2,250","1,075","1,507","1,200","1,931","2,068","1,819","1,672","1,747","3,094","2,380","1,457","25,567","1,683",958,"1,007","2,207","2,397","2,417","2,293","2,701","2,090","3,121","2,617","2,076"
충청남도,홍성군,식기박물관,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,홍성군,식기박물관,합계,"47,767","22,200","2,250","1,075","1,507","1,200","1,931","2,068","1,819","1,672","1,747","3,094","2,380","1,457","25,567","1,683",958,"1,007","2,207","2,397","2,417","2,293","2,701","2,090","3,121","2,617","2,076"
충청남도,홍성군,오서산(상당주차장입구),내국인,"55,554","21,561","1,705","2,091","1,439","1,306","2,152","1,308","1,323","1,063","2,011","3,069","2,843","1,251","33,993","1,415","1,696","2,652","6,781","2,136","1,505","2,586","3,305","2,492","3,570","3,042","2,813"
충청남도,홍성군,오서산(상당주차장입구),합계,"55,554","21,561","1,705","2,091","1,439","1,306","2,152","1,308","1,323","1,063","2,011","3,069","2,843","1,251","33,993","1,415","1,696","2,652","6,781","2,136","1,505","2,586","3,305","2,492","3,570","3,042","2,813"
충청남도,홍성군,용봉산 (용봉초 매표소),내국인,"68,583","42,772","1,382","2,413","3,903","2,407","1,601","1,410","3,281","3,846","4,745","6,944","6,262","4,578","25,811","4,531","3,440","3,229",609,997,539,"1,717","1,354","1,590","2,986","2,605","2,214"
충청남도,홍성군,용봉산 (용봉초 매표소),외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,홍성군,용봉산 (용봉초 매표소),합계,"68,583","42,772","1,382","2,413","3,903","2,407","1,601","1,410","3,281","3,846","4,745","6,944","6,262","4,578","25,811","4,531","3,440","3,229",609,997,539,"1,717","1,354","1,590","2,986","2,605","2,214"
충청남도,홍성군,용봉산(구룡대 매표소),내국인,"139,011","54,663","2,493","3,146","6,544","3,704","2,764","3,002","3,767","4,331","5,142","7,475","7,261","5,034","84,348","6,148","6,203","9,825","3,210","3,212","1,902","5,641","3,229","5,960","17,323","12,741","8,954"
충청남도,홍성군,용봉산(구룡대 매표소),외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,홍성군,용봉산(구룡대 매표소),합계,"139,011","54,663","2,493","3,146","6,544","3,704","2,764","3,002","3,767","4,331","5,142","7,475","7,261","5,034","84,348","6,148","6,203","9,825","3,210","3,212","1,902","5,641","3,229","5,960","17,323","12,741","8,954"
충청남도,홍성군,용봉산(산림휴양관 매표소),내국인,"79,043","37,387","1,021","2,227","3,365","1,736","1,302","1,167","2,119","3,122","4,127","6,549","6,194","4,458","41,656","4,655","4,676","3,365","1,976","1,821","1,102","3,712","3,002","4,307","5,016","4,110","3,914"
충청남도,홍성군,용봉산(산림휴양관 매표소),외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,홍성군,용봉산(산림휴양관 매표소),합계,"79,043","37,387","1,021","2,227","3,365","1,736","1,302","1,167","2,119","3,122","4,127","6,549","6,194","4,458","41,656","4,655","4,676","3,365","1,976","1,821","1,102","3,712","3,002","4,307","5,016","4,110","3,914"
충청남도,홍성군,조류탐사과학관,내국인,"37,055","25,135","1,551","1,917","2,006","1,666","2,273","2,622","2,316","3,105","1,787","2,212","1,467","2,213","11,920","1,810",817,0,0,"1,258",850,"1,482","2,754",372,"1,435","1,034",108
충청남도,홍성군,조류탐사과학관,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,홍성군,조류탐사과학관,합계,"37,055","25,135","1,551","1,917","2,006","1,666","2,273","2,622","2,316","3,105","1,787","2,212","1,467","2,213","11,920","1,810",817,0,0,"1,258",850,"1,482","2,754",372,"1,435","1,034",108
충청남도,홍성군,죽도,내국인,"158,679","114,730","4,297","5,233","8,553","9,686","15,302","9,605","3,511","5,386","6,661","17,912","18,713","9,871","43,949","4,522",0,0,"1,411","9,843","7,851","5,456","2,718","2,456","5,567","2,992","1,133"
충청남도,홍성군,죽도,합계,"158,679","114,730","4,297","5,233","8,553","9,686","15,302","9,605","3,511","5,386","6,661","17,912","18,713","9,871","43,949","4,522",0,0,"1,411","9,843","7,851","5,456","2,718","2,456","5,567","2,992","1,133"
충청남도,홍성군,한용운선생생가,내국인,"57,920","42,766","2,769","2,556","3,180","3,535","5,295","4,274","3,813","4,965","2,939","3,993","3,782","1,665","15,154","1,851","1,300",284,88,"1,400","1,285","1,532","1,577",155,"1,533","3,031","1,118"
충청남도,홍성군,한용운선생생가,합계,"57,920","42,766","2,769","2,556","3,180","3,535","5,295","4,274","3,813","4,965","2,939","3,993","3,782","1,665","15,154","1,851","1,300",284,88,"1,400","1,285","1,532","1,577",155,"1,533","3,031","1,118"
충청남도,홍성군,홍성온천관광호텔부대시설(온천이용객),내국인,"201,998","132,336","12,771","11,679","11,822","10,022","8,310","8,762","11,865","9,543","10,393","7,888","14,732","14,549","69,662","12,760","8,571","7,673","7,222","6,865","3,422","8,828","8,045","6,276",0,0,0
충청남도,홍성군,홍성온천관광호텔부대시설(온천이용객),외국인,"8,620","8,571","1,741","1,592","1,612","1,238",923,973,29,23,4,77,172,187,49,6,19,0,0,0,0,5,13,6,0,0,0
충청남도,홍성군,홍성온천관광호텔부대시설(온천이용객),합계,"210,618","140,907","14,512","13,271","13,434","11,260","9,233","9,735","11,894","9,566","10,397","7,965","14,904","14,736","69,711","12,766","8,590","7,673","7,222","6,865","3,422","8,833","8,058","6,282",0,0,0
충청남도,홍성군,홍주성역사관,내국인,"50,846","36,303","1,929","1,588","1,465","3,183","5,417","3,320","2,175","1,998","8,170","3,245","1,802","2,011","14,543","1,592","1,122",92,85,"1,950","1,513","1,489","1,325",442,"1,687","2,242","1,004"
충청남도,홍성군,홍주성역사관,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,홍성군,홍주성역사관,합계,"50,846","36,303","1,929","1,588","1,465","3,183","5,417","3,320","2,175","1,998","8,170","3,245","1,802","2,011","14,543","1,592","1,122",92,85,"1,950","1,513","1,489","1,325",442,"1,687","2,242","1,004"
충청남도,홍성군,홍주성천년여행길,내국인,"31,427",,,,,,,,,,,,,,"31,427",,,,"3,775","2,777","2,524","5,546","2,832","3,319","5,124","3,025","2,505"
충청남도,홍성군,홍주성천년여행길,합계,"31,427",,,,,,,,,,,,,,"31,427",,,,"3,775","2,777","2,524","5,546","2,832","3,319","5,124","3,025","2,505"
충청남도,예산군,가야산,내국인,"297,292","150,236","8,276","9,877","10,988","13,556","12,016","11,543","19,627","11,041","27,965","9,517","8,652","7,178","147,056","7,588","7,591","10,811","26,872","14,080","12,788","11,348","11,495","10,152","11,828","11,334","11,169"
충청남도,예산군,가야산,합계,"297,292","150,236","8,276","9,877","10,988","13,556","12,016","11,543","19,627","11,041","27,965","9,517","8,652","7,178","147,056","7,588","7,591","10,811","26,872","14,080","12,788","11,348","11,495","10,152","11,828","11,334","11,169"
충청남도,예산군,대흥슬로시티,내국인,"6,128","5,315",50,50,150,389,231,236,428,"1,544","1,587",281,294,75,813,351,40,0,0,0,12,144,66,48,35,57,60
충청남도,예산군,대흥슬로시티,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,예산군,대흥슬로시티,합계,"6,128","5,315",50,50,150,389,231,236,428,"1,544","1,587",281,294,75,813,351,40,0,0,0,12,144,66,48,35,57,60
충청남도,예산군,봉수산 수목원,내국인,"53,030",,,,,,,,,,,,,,"53,030","3,407","5,332","7,271","12,357","6,131","3,864","2,251","2,972","1,697","2,197","2,608","2,943"
충청남도,예산군,봉수산 수목원,합계,"53,030",,,,,,,,,,,,,,"53,030","3,407","5,332","7,271","12,357","6,131","3,864","2,251","2,972","1,697","2,197","2,608","2,943"
충청남도,예산군,봉수산자연휴양림,내국인,"86,401","63,157","3,025","3,174","2,606","4,864","4,123","3,584","3,427","9,718","9,220","7,727","6,430","5,259","23,244","5,244","2,978",0,0,0,0,"1,184","2,353",0,0,"6,017","5,468"
충청남도,예산군,봉수산자연휴양림,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,예산군,봉수산자연휴양림,합계,"86,401","63,157","3,025","3,174","2,606","4,864","4,123","3,584","3,427","9,718","9,220","7,727","6,430","5,259","23,244","5,244","2,978",0,0,0,0,"1,184","2,353",0,0,"6,017","5,468"
충청남도,예산군,세심천온천호텔(온천),내국인,"489,587","307,405","46,239","44,189","36,716","29,498","25,696",0,0,"1,327","23,389","24,505","32,923","42,923","182,182","48,100","18,085","13,102","14,212","16,418","11,167","10,818","10,430","5,963","11,741","12,480","9,666"
충청남도,예산군,세심천온천호텔(온천),합계,"489,587","307,405","46,239","44,189","36,716","29,498","25,696",0,0,"1,327","23,389","24,505","32,923","42,923","182,182","48,100","18,085","13,102","14,212","16,418","11,167","10,818","10,430","5,963","11,741","12,480","9,666"
충청남도,예산군,수덕사,내국인,"1,592,830","1,018,642","54,534","56,629","67,979","110,279","122,620","105,970","52,472","69,882","58,400","149,052","113,160","57,665","574,188","56,868","29,169","37,158","49,614","67,325","42,220","39,495","39,005","34,099","84,729","63,722","30,784"
충청남도,예산군,수덕사,합계,"1,592,830","1,018,642","54,534","56,629","67,979","110,279","122,620","105,970","52,472","69,882","58,400","149,052","113,160","57,665","574,188","56,868","29,169","37,158","49,614","67,325","42,220","39,495","39,005","34,099","84,729","63,722","30,784"
충청남도,예산군,수암산,내국인,"239,602","210,029","3,156","3,151","3,134","10,053","79,495","54,410","39,529","8,347","1,903","2,804","2,033","2,014","29,573","2,399","3,373","3,785","3,416","3,605","2,076","1,682","1,090","1,993","2,721","1,481","1,952"
충청남도,예산군,수암산,합계,"239,602","210,029","3,156","3,151","3,134","10,053","79,495","54,410","39,529","8,347","1,903","2,804","2,033","2,014","29,573","2,399","3,373","3,785","3,416","3,605","2,076","1,682","1,090","1,993","2,721","1,481","1,952"
충청남도,예산군,스플라스 리솜(워터파크),내국인,"523,819","375,340","40,478","44,400","15,038",0,0,"8,304","61,133","92,717","24,471","24,966","25,542","38,291","148,479","44,254","11,712","2,159",921,"11,613","8,581","17,681","32,082","2,535","4,561","8,546","3,834"
충청남도,예산군,스플라스 리솜(워터파크),외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,예산군,스플라스 리솜(워터파크),합계,"523,819","375,340","40,478","44,400","15,038",0,0,"8,304","61,133","92,717","24,471","24,966","25,542","38,291","148,479","44,254","11,712","2,159",921,"11,613","8,581","17,681","32,082","2,535","4,561","8,546","3,834"
충청남도,예산군,아그로랜드,내국인,"228,933","113,181","1,116","1,158","3,971","15,139","19,962","13,827","3,950","6,907","9,208","28,009","8,350","1,584","115,752",935,870,"3,890","11,178","23,192","20,380","9,471","4,261","8,725","25,198","6,500","1,152"
충청남도,예산군,아그로랜드,합계,"228,933","113,181","1,116","1,158","3,971","15,139","19,962","13,827","3,950","6,907","9,208","28,009","8,350","1,584","115,752",935,870,"3,890","11,178","23,192","20,380","9,471","4,261","8,725","25,198","6,500","1,152"
충청남도,예산군,알토란사과마을,내국인,"6,883","5,704",123,33,59,147,141,339,177,369,311,"2,623","1,288",94,"1,179",56,33,0,10,36,40,45,40,88,401,406,24
충청남도,예산군,알토란사과마을,외국인,68,68,0,0,0,0,0,0,0,0,20,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,예산군,알토란사과마을,합계,"6,951","5,772",123,33,59,147,141,339,177,369,331,"2,643","1,316",94,"1,179",56,33,0,10,36,40,45,40,88,401,406,24
충청남도,예산군,예당관광지 야영장,내국인,"139,384","139,384","13,835","15,098","21,029","33,354","37,016","19,052",,,,,,,,,,,,,,,,,,,
충청남도,예산군,예당관광지 야영장,합계,"139,384","139,384","13,835","15,098","21,029","33,354","37,016","19,052",,,,,,,,,,,,,,,,,,,
충청남도,예산군,예당호 출렁다리,내국인,"1,319,426","701,135",,,,,,,"135,847","128,680","96,093","161,764","112,833","65,918","618,291","68,980","35,182","42,566","39,008","120,723","69,682","64,663","53,342","10,792","38,726","49,762","24,865"
충청남도,예산군,예당호 출렁다리,합계,"1,319,426","701,135",,,,,,,"135,847","128,680","96,093","161,764","112,833","65,918","618,291","68,980","35,182","42,566","39,008","120,723","69,682","64,663","53,342","10,792","38,726","49,762","24,865"
충청남도,예산군,예산군국민여가캠핑장,내국인,"11,327","8,201",0,0,485,638,"1,125","1,165",618,779,854,"1,087",793,657,"3,126",0,0,51,0,0,492,756,538,0,0,642,647
충청남도,예산군,예산군국민여가캠핑장,합계,"11,327","8,201",0,0,485,638,"1,125","1,165",618,779,854,"1,087",793,657,"3,126",0,0,51,0,0,492,756,538,0,0,642,647
충청남도,예산군,예산사과와인,내국인,"33,918","23,119",326,374,414,"1,266",976,"1,123","1,074","1,024","1,116","7,584","6,344","1,498","10,799",470,134,111,162,195,264,271,517,"1,088","4,208","3,096",283
충청남도,예산군,예산사과와인,외국인,"4,332","4,276",70,0,76,34,150,120,184,90,106,"1,390","2,056",0,56,0,0,0,0,0,0,56,0,0,0,0,0
충청남도,예산군,예산사과와인,합계,"38,250","27,395",396,374,490,"1,300","1,126","1,243","1,258","1,114","1,222","8,974","8,400","1,498","10,855",470,134,111,162,195,264,327,517,"1,088","4,208","3,096",283
충청남도,예산군,예산황새공원,내국인,"131,815","93,519","2,334","2,120","3,892","11,757","14,000","14,042","6,723","6,327","9,230","12,158","7,091","3,845","38,296","3,567","2,567","1,196",958,"3,379","3,054","4,409","3,826","2,047","4,520","5,374","3,399"
충청남도,예산군,예산황새공원,합계,"131,815","93,519","2,334","2,120","3,892","11,757","14,000","14,042","6,723","6,327","9,230","12,158","7,091","3,845","38,296","3,567","2,567","1,196",958,"3,379","3,054","4,409","3,826","2,047","4,520","5,374","3,399"
충청남도,예산군,윤봉길의사 기념관,내국인,"150,196","103,198","5,178","5,747","7,279","13,104","11,565","9,025","8,853","9,738","7,255","11,429","7,830","6,195","46,998","6,136","3,437","1,962","1,915","3,125","3,541","4,196","4,667","2,585","4,642","5,720","5,072"
충청남도,예산군,윤봉길의사 기념관,합계,"150,196","103,198","5,178","5,747","7,279","13,104","11,565","9,025","8,853","9,738","7,255","11,429","7,830","6,195","46,998","6,136","3,437","1,962","1,915","3,125","3,541","4,196","4,667","2,585","4,642","5,720","5,072"
충청남도,예산군,추사고택,내국인,"96,057","67,926","3,083","3,696","5,573","10,025","9,623","7,138","4,039","3,923","4,555","7,843","5,669","2,759","28,131","2,716","2,003","3,882","3,480","3,178","2,591","1,746","1,512",615,"2,038","2,522","1,848"
충청남도,예산군,추사고택,합계,"96,057","67,926","3,083","3,696","5,573","10,025","9,623","7,138","4,039","3,923","4,555","7,843","5,669","2,759","28,131","2,716","2,003","3,882","3,480","3,178","2,591","1,746","1,512",615,"2,038","2,522","1,848"
충청남도,예산군,한국고건축박물관,내국인,"16,572","7,652",620,534,889,932,"1,243",653,600,583,465,432,356,345,"8,920","1,164",969,645,707,"1,076","1,001",748,"1,095",711,804,0,0
충청남도,예산군,한국고건축박물관,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
충청남도,예산군,한국고건축박물관,합계,"16,572","7,652",620,534,889,932,"1,243",653,600,583,465,432,356,345,"8,920","1,164",969,645,707,"1,076","1,001",748,"1,095",711,804,0,0
충청남도,예산군,향천사(금오산),내국인,"87,543","42,619","1,411","2,080","1,703","3,623","8,392","3,522","3,800","3,636","3,493","4,152","3,427","3,380","44,924","2,322","2,102","2,834","4,206","5,345","3,021","3,577","3,389","3,611","5,824","6,523","2,170"
충청남도,예산군,향천사(금오산),합계,"87,543","42,619","1,411","2,080","1,703","3,623","8,392","3,522","3,800","3,636","3,493","4,152","3,427","3,380","44,924","2,322","2,102","2,834","4,206","5,345","3,021","3,577","3,389","3,611","5,824","6,523","2,170"
충청남도,태안군,고남패총박물관,내국인,"30,627","26,116","1,785","1,560","2,040","1,868","2,096","2,547","2,686","5,390","1,145","1,574","1,953","1,472","4,511","1,481",686,0,0,180,244,538,579,0,223,407,173
충청남도,태안군,고남패총박물관,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,태안군,고남패총박물관,합계,"30,627","26,116","1,785","1,560","2,040","1,868","2,096","2,547","2,686","5,390","1,145","1,574","1,953","1,472","4,511","1,481",686,0,0,180,244,538,579,0,223,407,173
충청남도,태안군,네이처월드(꽃축제장),내국인,"199,314","141,084","5,460","2,500","3,830","51,344","28,000","8,300","3,500","6,000","2,850","10,900","11,300","7,100","58,230","4,700","5,820","2,410","5,916","5,515","4,013","4,376","5,764","2,485","8,322","5,210","3,699"
충청남도,태안군,네이처월드(꽃축제장),외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,태안군,네이처월드(꽃축제장),합계,"199,314","141,084","5,460","2,500","3,830","51,344","28,000","8,300","3,500","6,000","2,850","10,900","11,300","7,100","58,230","4,700","5,820","2,410","5,916","5,515","4,013","4,376","5,764","2,485","8,322","5,210","3,699"
충청남도,태안군,노을길,내국인,"248,479","160,002","16,179","5,199","14,601","17,102","17,285","17,740","10,495","8,816","11,475","19,593","10,675","10,842","88,477","2,934","4,710","9,279","8,800","4,351","5,165","11,308","12,029","8,592","8,114","6,488","6,707"
충청남도,태안군,노을길,합계,"248,479","160,002","16,179","5,199","14,601","17,102","17,285","17,740","10,495","8,816","11,475","19,593","10,675","10,842","88,477","2,934","4,710","9,279","8,800","4,351","5,165","11,308","12,029","8,592","8,114","6,488","6,707"
충청남도,태안군,바라길,내국인,"81,550","50,262","2,030","1,422","2,752","5,582","8,046","5,222","3,593","6,787","3,506","5,480","3,196","2,646","31,288",998,"1,189","1,653","2,809","2,809","4,663","2,738","3,023","3,162","5,359","1,517","1,368"
충청남도,태안군,바라길,합계,"81,550","50,262","2,030","1,422","2,752","5,582","8,046","5,222","3,593","6,787","3,506","5,480","3,196","2,646","31,288",998,"1,189","1,653","2,809","2,809","4,663","2,738","3,023","3,162","5,359","1,517","1,368"
충청남도,태안군,바람길,내국인,"6,693","5,755",161,327,94,210,273,998,967,920,646,485,410,264,938,2,0,0,0,0,0,0,0,0,0,491,445
충청남도,태안군,바람길,합계,"6,693","5,755",161,327,94,210,273,998,967,920,646,485,410,264,938,2,0,0,0,0,0,0,0,0,0,491,445
충청남도,태안군,백화산 북봉 전망대,내국인,"49,020","22,150","1,083","1,252","1,323","1,424","1,542","6,910",756,"2,447","1,796","1,574","1,116",927,"26,870","1,175","1,203","4,290","2,160","2,483","2,722","1,013","1,277","2,015","3,371","2,111","3,050"
충청남도,태안군,백화산 북봉 전망대,합계,"49,020","22,150","1,083","1,252","1,323","1,424","1,542","6,910",756,"2,447","1,796","1,574","1,116",927,"26,870","1,175","1,203","4,290","2,160","2,483","2,722","1,013","1,277","2,015","3,371","2,111","3,050"
충청남도,태안군,샛별길,내국인,"2,880","2,743",36,222,47,171,330,262,336,"1,004",151,150,29,5,137,10,13,21,21,21,50,1,0,0,0,0,0
충청남도,태안군,샛별길,합계,"2,880","2,743",36,222,47,171,330,262,336,"1,004",151,150,29,5,137,10,13,21,21,21,50,1,0,0,0,0,0
충청남도,태안군,솔모랫길,내국인,"52,291","45,609","2,971","2,036","3,017","5,063","8,279","5,134","2,461","2,805","3,861","5,669","2,360","1,953","6,682",633,721,"1,049",621,621,642,382,310,541,573,241,348
충청남도,태안군,솔모랫길,합계,"52,291","45,609","2,971","2,036","3,017","5,063","8,279","5,134","2,461","2,805","3,861","5,669","2,360","1,953","6,682",633,721,"1,049",621,621,642,382,310,541,573,241,348
충청남도,태안군,솔향기길,내국인,"80,178","49,555","2,387","2,349","4,779","6,199","6,775","7,385","3,294","4,246","3,580","3,550","3,184","1,827","30,623","1,251","1,831","3,081","4,126","6,097","4,773","2,122",0,414,"2,589","2,303","2,036"
충청남도,태안군,솔향기길,합계,"80,178","49,555","2,387","2,349","4,779","6,199","6,775","7,385","3,294","4,246","3,580","3,550","3,184","1,827","30,623","1,251","1,831","3,081","4,126","6,097","4,773","2,122",0,414,"2,589","2,303","2,036"
충청남도,태안군,신두리 해안사구,내국인,"304,977","160,390","5,313","5,621","9,810","9,954","16,412","19,927","14,840","26,876","12,564","19,407","13,761","5,905","144,587","6,586","5,982","8,236","9,141","17,519","15,750","16,017","14,581","14,443","20,616","8,294","7,422"
충청남도,태안군,신두리 해안사구,합계,"304,977","160,390","5,313","5,621","9,810","9,954","16,412","19,927","14,840","26,876","12,564","19,407","13,761","5,905","144,587","6,586","5,982","8,236","9,141","17,519","15,750","16,017","14,581","14,443","20,616","8,294","7,422"
충청남도,태안군,안면도 꽃다리,내국인,"331,866","91,672","4,944","3,555","5,244","16,622","15,855","9,322","4,908","8,435","5,273","9,204","3,701","4,609","240,194","4,135","2,401","3,776","5,578","28,904","134,117","23,761","6,461","3,894","14,429","7,569","5,169"
충청남도,태안군,안면도 꽃다리,합계,"331,866","91,672","4,944","3,555","5,244","16,622","15,855","9,322","4,908","8,435","5,273","9,204","3,701","4,609","240,194","4,135","2,401","3,776","5,578","28,904","134,117","23,761","6,461","3,894","14,429","7,569","5,169"
충청남도,태안군,안면도자연휴양림,내국인,"563,465","371,502","10,071","10,812","24,138","42,651","55,040","48,151","25,313","43,610","22,405","47,954","29,720","11,637","191,963","10,602","6,472",0,"9,203","26,352","25,236","25,721","24,530","12,041","25,184","17,272","9,350"
충청남도,태안군,안면도자연휴양림,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,태안군,안면도자연휴양림,합계,"563,465","371,502","10,071","10,812","24,138","42,651","55,040","48,151","25,313","43,610","22,405","47,954","29,720","11,637","191,963","10,602","6,472",0,"9,203","26,352","25,236","25,721","24,530","12,041","25,184","17,272","9,350"
충청남도,태안군,안면도쥬라기박물관,내국인,"274,082","162,722","6,220","6,364","11,796","11,330","17,297","19,261","13,800","39,368","9,511","15,103","7,975","4,697","111,360","5,629","2,523","2,413","5,799","15,933","10,517","13,585","21,966","7,519","13,925","7,957","3,594"
충청남도,태안군,안면도쥬라기박물관,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,태안군,안면도쥬라기박물관,합계,"274,082","162,722","6,220","6,364","11,796","11,330","17,297","19,261","13,800","39,368","9,511","15,103","7,975","4,697","111,360","5,629","2,523","2,413","5,799","15,933","10,517","13,585","21,966","7,519","13,925","7,957","3,594"
충청남도,태안군,안흥유람선,내국인,"58,188","56,788",0,0,"4,920","15,663","10,504","7,373","2,207","4,020","1,504","5,880","4,165",552,"1,400",0,0,0,0,246,740,414,0,0,0,0,0
충청남도,태안군,안흥유람선,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
