지역,분류1,카테고리,숙박업소명,주소,좌표(x),좌표(y),전화번호,홈페이지Url,객실정보,상세내용,이미지1
서천,stay,굿스테이,서천비치텔,충남 서천군 서면 서인로 288-1,36.1513832,126.5319639,041-952-9566~7,http://www.seocheonbeachtel.co.kr/,"펜션 (원룸,투룸), 모텔형 (특실,일반실)","바다를 품고있는 솔내음 가득한 소나무숲이 즐비하고
바다축제가 넘쳐나는 서해안의 마량리에 위치한 저희 서천 비치텔은
일출과 일몰을 함께 보실수 있으며, 자연과 가까이에 있어
힐링이 되는 휴식을 즐길 수 있습니다.

황토로 마감된 건강해지는 객실과
바닷가 바로 옆 언덕위에 자리잡고 있어
객실에서 바라보는 절경을 저희 서천 비치텔에서
만나보실수 있습니다.
바다가 훤히 보이며 동백나무숲,춘장대해수욕장,국립생태원,한산모시관 등 우리의 역사와 자연을 만끽 할수 있는 서천으로 오셔서 즐겁고 아름다운 추억 많이 만드시길 바랍니다.",
서천,stay,굿스테이,산호텔,충남 서천군 종천면 충서로 233,36.0962105,126.659824,041-952-8012~3,http://www.sanhotel.net/,"로얄 스위트룸, 한실 스위트룸, 콘도, 특실, 일반","산 호텔은 서해안이 보이는 서천의 대표적인 호텔로
수려한 자연환경, 최신식 시설과 한 차원 높은 고객서비스로 여러분 곁에 다가갑니다.

고객의 취향에 맞는 다양한 종류의 객실과 더불어
편리한 연회시설은 물론 특별한 맛과 즐거움을 경험 하실수 있습니다.

아름다운 서해안이 눈앞에 펼쳐지고 서해안 고속도로의 교통의 편리함까지 갖춘
호텔로서 품격 높은 최상의 서비스로 잊지 못할 감동과 추억을 전해 드리겠습니다.

넓은 공간의 주차장과 바다가 보이는
온돌방,한실온돌방,일반침실형방,특침대방 및 5인~8인용 콘도가 완비하고 있습니다.

흰 포말의 파도를 만들어내는 푸르른 서해의 물결과 상쾌한 바다 내음으로
고객님 모두 사랑하는 사람들과 아름다운 추억을 담아가시도록 노력할 것입니다.",73.jpg
청양,stay,굿스테이,호텔칠갑산샬레,충남 청양군 대치면 한티고개길 57,36.4383346,126.884534,041-942-2000,,,,
청양,stay,한옥스테이,방기옥고택,충남 청양군 남양면 나래미길 60-4,36.4128516,126.783147,010-6484-8764,http://www.향원재.com/,,"향원재는 대한민국 극소수 밖에 남지 않은 충청남도 문화재자료 제 279호로 전통가옥의 명맥을 이어가고 있습니다.

저희 향원재는 방문해주시는 분들께 한옥의 멋과 혼을 직접 체험하며 좋은 추억이 남을수
있도록 노력하고 있습니다.
전통한옥에서의 체험이 다소 불편하신점이 있으시더라도옛 조상의 지혜와 일을 생각하며
너그러이 양해해주시고 바라며 계속해서 발전하는 향원재가 되도록 최선을 다하겠습니다.
향원재는 옛 선조들이 풍수지리를 바탕으로 배산임수 지형의 명당입지이며 흙과 나무만을
주재료로 사용하였기에 매우 친화적입니다. 시멘트로 지어진 도시를 잠시 벗어나 몸과 마음이
편안한 휴식 공간에서 격이 있는 체험이 되시길 바랍니다.",75.jpg
홍성,stay,관광호텔,홍성온천관광호텔,충남 홍성군 홍성읍 내포로 42,36.5990744,126.663488,041-633-7777,http://www.hongsungspa.com/,"총 객실 47(스탠다드 7, 스위트 11, 한실 29)","홍성온천관광호텔은 주변의 아름다운 자연속에 가족같은 분위기의 깨끗한 환경에서
내 집처럼 편안히 지내실 수 있도록 마련되어 있습니다.

다양하고 넓은 객실과 편리한 부대시설로 편리하게 여행하실 수 있게끔 시설이 완비되어있으며. 사랑하는 가족, 연인, 친구, 직장 동료들과 평생 가슴속에 간직할
아름다운 추억을 만들어 가시도록 저희 홍성온천관광호텔은 고객의 곁에서 늘 최선을 다하겠습니다.

피곤한 일상에서 벗어나서 맑고 휴식과 더불어 가슴깊이 간직할 행복한 추억을 담아가시길 바랍니다.",76.jpg
홍성,stay,펜션,남당로뎀펜션,충남 홍성군 서부면 남당항로264번길 41,36.544627,126.476481,041-632-8697,http://namdangrodem.com/,원룸형 온돌(12평형) 복층형 온돌(15평형) 투룸형 온돌(25평형) 황토형 침대 (10평형),"홍성 남당리에 위치한 남당로뎀펜션입니다.
저희 로뎀펜션은 조용하고 정겨운 시골풍경속에 자리하고 있으며, 가까이에 남당항이 있어 다양한 먹거리가 가득합니다.
가을이 되면 영양가득한 대하를 맛보실 수 있으며 대하축제도 함께 즐기실 수 있습니다.
겨울이면 새조개가 유명하여 많은 이들의 발길이 이어집니다.
뿐만 아니라, 계절마다 석굴,쭈꾸미,꽃게 등 다양한 해산물을 싱싱하게 맛보실 수 있습니다.

깔끔하고 편안함이 묻어나는 펜션의 객실에는 머무시는 동안 불편함이 없도록
TV, 냉장고,에어컨,씽크대, 주방시설 등을 준비해 놓았습니다.
야외에는 바베큐시설이 준비되어 있어 맛있는 바베큐파티를 즐기실 수 있습니다.

복잡한 일상에서 벗어나 자연과 벗한 여유로움이 함께하는 남당 로뎀펜션에서
멋진 여행의 추억을 만들어 보시기 바랍니다.",
홍성,stay,한옥스테이,예당큰집,충남 홍성군 장곡면 무한로 957-24,36.4940731,126.742617,041-642-3833,https://www.facebook.com/YeDangH,,,
예산,stay,관광호텔,덕산온천관광호텔,충남 예산군 덕산면 온천단지2로 23,36.6946424,126.652238,041-338-5000,http://www.ducksanhotel.co.kr/,"총 객실 62(스탠다드 21, 스위트 9, 한실 32)","저희 덕산 온천관광호텔은 예산군 덕산면에 위치하고 있는 1급 관광호텔 입니다. 
현대적이고 아늑한 분위기의 62실의 객실과 천연 미네랄과 탄산 나트륨의 조화를 이루어 덕산  
온천의 원조로서 차별성을 유지하고 있는 것으로 인정받고 있습니다. 
1000여명을 수용할 수 있는 대 온천탕, 세미나, 연회시설을 갖춘 대, 소 연회장이 준비되어 있습니다. 
맑은 산새소리와 함께....  
가야산이 바라 보이는 식당과 커피숍에서 도심을 벗어나 편안함을 느낄 수 있습니다. 
 
부대업장  
커피숍 / 전통 한식당 / 실내 수영장 / 대온천탕 / 헬스클럽 / 오락실 / 이용실 / 나이트 클럽  
/ 휴게 음식점  
 
다양한 부대 시설을 갖추고 있는 중부권 최고의 휴양호텔로서 현재 많은 사랑을 받고 있습니다. 
또한, 가야산과 덕숭산등의 등산 코스와 안면도, 학암포, 만리포, 연포등의 해수욕장, 수덕사로 
대표되는 유서 깊은 관광지가 가까이 있어 관광과 편안한 휴식을 취하는데 손색이 없습니다. 
매년 4월 매헌 윤봉길의사의 뜻을 기리는 매헌 문화제와, 10월 초면 열리는 광천의 토굴 새우젓, 
광천김 축제/ 남당리 대하축제는 또다른 기쁨을 선사해드릴 것입니다. 
 
 
",79.jpg
예산,stay,관광호텔,가야관광호텔,충남 예산군 덕산면 신평1길 14,36.6934015,126.662494,,http://www.gayahotel.co.kr/ ,"총 객실 48(스탠다드 40, 스위트 8)",,80.jpg
예산,stay,콘도/리조트,스파캐슬콘도미니엄,충남 예산군 덕산면 온천단지3로 45-7,36.6941393,126.655832,041-330-8000,http://www.resom.co.kr/spa/main/main.asp,"스파동 객실 134, 테마동 객실 273","지상에 펼쳐진 천상의 세계 천천향 Chun Chun Hyang
천천향은 몸에 이로운 물과 청정한 자연 속에 오롯이 자리한 삶의 휴식처로써 스파의 모든 것을 누릴 수 있는 세계적 수준의 휴양시설입니다.
총 7천 3백여 평의 규모에 숨어있던 명약인 600년 전통의 덕산 온천수(49℃)가 공급되며, 전 세계의 흐름인 대체의학을 기반으로 마음과 정신의 자연적 치유를 촉진하는 수십 가지의 특화된 프로그램과 서비스, 고급화 된 시설을 갖춘 대한민국 대표 온천테마파크입니다.
천천향에서는

수치료 중심의 유럽스파.마사지 중심의 동남아스파.입욕 중심의 일본스파.레저 중심의 미주스파찜질 중심의 한국스파. 전 세계의 스파 콘텐츠를 한국식으로 재해석한 독특한 스파 문화를 경험할 수 있으며, 세대가 다른 가족 개개인 또는 모두가 사계절 함께 할 수 있는 다양한 테마와 이벤트가 펼쳐집니다",81.jpg
예산,stay,굿스테이,그랜드모텔,충남 예산군 예산읍 충서로 1344,36.7270719,126.834282,041-334-8934~5,,,,82.jpg
예산,stay,한옥스테이,슬리시티 교촌한옥,충남 예산군 대흥면 교촌향교길 65-15,36.6097977,126.783107,041-335-0163,http://www.향원재.com/,"사랑채, 안채, 사랑방, 건넌방, 뜰아래방, 행랑채","항원재(방가옥고택)는 전통 한옥으로 충청남도 문화재자료 279호로 1985년 12월 31자로 지정된 한옥입니다.
항원재는 조선시대 건축된 것으로 안채, 사랑채, 행랑채가 하나로 연결되어 'ㅁ'자 형태로 건축된 전통가옥으로, 안채는 6칸전후퇴로 북서쪽 모퉁이에 부엌이 있고, 부엌 동쪽으로 안방 2칸이 이어지고 있으며, 앞은 leke이 창에 띠살문 쌍창으로 되었다.
안채 부엌이 남쪽으로 1칸 반의 방과 1칸짜리 대청으로 연결되었다.",
예산,stay,한옥스테이,해비치농장,충남 예산군 신양면 송천길 41,36.5864388,126.852375,041-333-9103,http://blog.naver.com/white025013,,,
태안,stay,가족호텔,라모스 리조트,충남 태안군 태안읍 안도내길 28-14,36.8126972,126.330783,041-673-0025,http://www.lamose.com/,총 객실 10(가족실 10),"라모스 가족호텔은 충남 태안군 태안읍에 위치하여 호수, 산, 바다가 어우러져있는 곳입니다. 조용하고 한적한 자연풍경, 깨끗한공기, 깔끔한 객실, 멋진 조망권, 다양한 부대시설이 있습니다.
모든 것을 다 갖춘 라모스 가족호텔에서 가족, 친구, 연인 등 고객의 다양한 필요를 만족시켜드리고 있습니다.
산과 바다, 호수가 있는 라모스 리조트는 팔봉산의 아름다운 풍경, 편안하게 오를수 있는 산으로 매력적인 곳입니다. 
라모스 리조트에서는 숙박 뿐만 아니라, 중소기업행사, 워크샵, 세미나, 교회수련회 등 다양한 행사, 고급스러운 행사도 가능합니다. 200명 수용가능한 세미나실, 100석 가능한 다목적홀은 최첨단 장비와 라이브, 차와 식사를 즐길 수 있는 곳입니다.",
태안,stay,콘도/리조트,리솜오션캐슬,충남 태안군 안면읍 꽃지해안로 204,36.4887746,126.337269,041-671-7000,http://www.resom.co.kr/ocean/,"오션동(호텔형)-4인,5인실 / 캐슬동(별장형)-5인,6인,7인실","리솜오션캐슬리조트는 서해안 시대의 중심이며, 훼손되지 않은 자연의 땅 안면도에 위치한 최고급 멤버쉽리조트로서 단순 숙박·놀이 개념의 콘도미니엄에서 탈피, 동일 단지내에 휴양과 예술, 비즈니스와 해양레포츠를 한데 조합해 설계한 21세기형 신개념의 해양리조트입니다.

충청남도가 숙원사업으로 진행하고 있는 내륙 200만평, 해수면 500만평 규모의 안면도 국제휴양지의 핵심시설이기도 한 리솜오션캐슬은 2002 국제 꽃박람회 지구(2002년 4월 개최), 안면도 자연휴양림, 바다낚시지구 등 다양한 테마지역과 유기적으로 연계됨으로써 4계절 종합리조트로서의 입지를 확고히 하고 있습니다.
",86.jpg
태안,stay,펜션,한화골든베이,충남 태안군 근흥면 정산포로 217,36.706309,126.16725,041-671-8000,http://www.goldenbay.kr/,총 객실 56실,"*4인기준 Tow Master Room 배치 
*각 실별로 완벽한 Privacy 보장 
*Natural한 소재를 이용한 친환경적인 실내장식 
*골프장 조망이 가능한 발코니의 자쿠지 설치 ",87.jpg
태안,stay,펜션,화가의정원,충남 태안군 남면 청포대길 94,36.642495,126.302171,041-674-4100,http://www.artistgarden1.com/,"침대형(8개실), 복층형(4개실), 방+거실(2개실)","화가의 정원은 충남 태안군 남면 양잠리 청포대 해수욕장에 위치하고 있습니다.
서해안 고속도로 홍성 IC에서 나오셔서 안면도 방향으로 진행 > 원청사거리를 만나신 후 청포대 해수욕장 방면으로 우회전 1.2km > 해수욕장 안으로 들어오시면 바닷가 앞에있는 화가의 정원을 만나실 수 있습니다.",88.jpg
태안,stay,펜션,빨간풍선펜션,충남 태안군 남면 안면대로 1296-40,36.6413708,126.304093,"041-674-8040, 6673",http://www.redballoons.co.kr/,"원룸형(6개실), 투룸형(2개실), 복층형(2개실), 가족실","빨간풍선 펜션은 주위에 아름다운 해수욕장과 많은 볼거리를 가지고 있는 청포대에 위치하고 있습니다. 주변에 솔밭이 있어 자연과 함께 하는 산림욕과 산책길은 펜션에 오시는 모든 분들에게 행복한 추억이 될 것입니다.
또한 맑고 신선한 공기와 함께 걸어서 2~3분거리에 있는 바다내음을 마시며 여유로움을 느끼실 수 있습니다.
빨간풍선의 객실 인테리어는 산뜻하고, 고급스러운 분위기이며 바비큐장이 있어 편리하고 안전하게 이용하실 수 있습니다.",89.jpg
태안,stay,펜션,썬셋,충남 태안군 남면 안면대로 1308,36.6415134,126.30691,041-675-6567,http://www.sspension.co.kr/,"오션A(7개실), 오션B(7개실), 오션C(7개실), 오션D(7개실)","청포대 썬셋 펜션은 안면도 입구에 위치한 펜션으로, 펜션 바로 가까이에 있는 청포대해수욕장에서 바다의 향취를 느끼실 수 있으며, 싱그러운 송림의 숲속에서 산림욕을 즐길 수 있습니다.
가족, 연인, 친구들과 함께 넉넉한 자연의 품에서 여유의 행복한 미소로 건강하 삷의 향기를 느끼시기 바랍니다.",90.jpg
태안,stay,펜션,장꽁,충남 태안군 안면읍 해안관광로 510-5,36.5460407,126.330682,010-7176-1321,http://www.jangkong.co.kr/,"카멜리아(6개실), 비올라(8개실)","장꽁펜션에서는 전 객실에서 멀리 보이는 아믈다운 바다와 섬, 일몰을 감상하실 수 있습니다. 또한 직접 제작하는 작고 아담한 도자기 전시실과 월풀욕조가 마련되어 있어 아름다운 전망을 보며 쾌적한 여행을 즐길 수 있습니다.",91.jpg
태안,stay,펜션,가장자리,충남 태안군 남면 적돌길 370-22,36.6506389,126.333198,041-674-5988,http://www.fringe-pension.com/,"커플룸(7개실), 복층커플룸(4개실), 가족룸(2개실)",,
태안,stay,펜션,지중해 아침,충남 태안군 고남면 큰장돌길 141-98,36.4142278,126.371397,010-5499-8655,http://www.jijunghaeachim.co.kr/,"총 객실 22실(침대원룸, 월풀스파 등)",,
태안,stay,펜션,팜비치,충남 태안군 남면 청포대길 57-34,36.637689,126.301655,041-675-3444,http://www.pbpension.co.kr,"일반원룸(3개실), 원룸 디럭스(4개실), 복층(5개실)","스페인풍 지붕에 바닷가가 인접한 청포대 팜비치 펜션입니다.
주변의 뛰어난 자연경관과 더불어 편리하게 이용할 수 있는 최상의 휴식공간을 자랑하고 있으며, 해변이 바로 가까이에 접해 있어 파도소리와 함께 넓게 펼쳐진 모래사장을 밟아 볼 수도 있고, 소나무숲에서의 삼림욕과 경치 좋은 산책로까지 경험할 수 있습니다.
낭만과 추억을 한가득 느껴보세요.",94.jpg
태안,stay,펜션,나폴리,충남 태안군 남면 청포대길 96,36.6426569,126.302125,041-674-5600,http://www.napolipension.com/,"월풀형원룸(4개실-바다전망), 커플형원룸(4개실-바다전망), 가족룸/침대방(5개실)","안면도 입구에 위치한 나폴리펜션은 청포대 바닷가가 한눈에 보이는 전망좋은 뷰를 가지고 있습니다.
앞으로는 바다, 뒤로는 솔숲이 자리하고 있는 나폴리의 마레방은 모든 객실내에서 노을지는 멋진 바다를 보실 수 있습니다.
스카이 바베큐라운지에서는 붉게 노을지는 아름다운 서해바다를 바라보며 낭만적인 바베큐파티를 즐길 수 있습니다.
또한 월풀욕조와 2인용 욕조가 준비되어 있어 따뜻하고 편안한 휴식과 힐링의 시간을 즐기며, 행복한 여행을 맞게됩니다.",95.jpg
태안,stay,펜션,마리나비치,충남 태안군 남면 몽대로 494-8,36.6737265,126.271976,041-672-4097,http://www.mbeachvill.com/,"원룸형 침대방(6개실), 투룸형 침대방(1개실)","바다 바로앞의 마리나비치!
유럽형목조주택인 마리나비치는 바다가 바라보이는 곳에 위치하고 있어 전망이 좋을 뿐 아니라 방에서 파도소리를 들을 수 있는 곳입니다.
바다와 가까이 있어 해수욕을 즐기기에 최상의 조건을 가지고 있는 마리나비치는 여행을 즐기시는 분들께서 편안하고 즐거운 여행을 즐기시 수 있도록 준비했습니다.
마리나비치에 오실때는 그동안 여행하시면서 불편하셨던 무거운 짐을 벋어던지고 가볍고 즐거운 마음만 가지고 오시면 됩니다.
뿐만 아니라, 마리나비치에 오시면 푸른바다에서 맛볼수 있는 자릿한 바다낚시도 즐기실 수 있으며, 횟집을 운영하고 있어 신선하고 맛있는 해산물을 맛보실 수 있습니다.
언제든지 방문하셔서 편안하고 여유있는 여행을 즐겨보세요",
태안,stay,펜션,레이펜션,충남 태안군 남면 청포대길 104,36.6431875,126.301941,041-675-8634,http://reipension.com/,"커플룸(5개실), 가족룸(4개실), 단체룸(4개실)","언제나 친구처럼 포근하게, 그렇게 시원하게 밀려드는 하얀 파도와 백사장에 흩어져 있는 갖가지 조개와 넓고 고운 모래 백사장은 복잡한 도시생활에 지친 여러분을 편안하게 감싸 안아 줄 것입니다.
맛있는 음식도 먹고, 노래도 부르고, 술잔을 기울이면서 사랑하는 사람들과 즐거운 추억을 만들어 보세요",97.jpg
태안,stay,펜션,풍경,충남 태안군 원북면 나루터길 438-8,36.8321862,126.313182,041-672-8661~2,http://www.poonggyung.com/,"10평, 20평, 30평, VIP룸 2실","풍경리조트는 아름다운 서해바다의 낙조와 산림욕을 즐길 수 있는 소나무 숲의 솔내음에 마음이 편해지는 곳입니다.
앞이 탁 트인 '가로림만'과 '청산리 나루터'가 있으며 연인,가족,단체손님(세미나/워크샵/야외결혼식/회갑연 등)이 사용하실 수 있도록 다양한 크기의 객실과 부대시설이 마련되어 있습니다.",
태안,stay,펜션,골든웨이브,충남 태안군 남면 곰섬로 236-70,36.5971158,126.290165,041-675-2008,http://www.goldenwave.co.kr/,"PROVENCE(원룸 4개실, 다락방+거실 4개실, 방+거실)","푸른 물결이 넘실대는 수평선이 펼쳐진 곳…
황금빛 모래가 반짝이는 곳…
파도 소리에 갈매기도 춤추는 곳…
방안 가득 따스한 햇살이 머무는 곳…
붉은 노을이 마음 따뜻하게 하는 곳…
밤하늘 촘촘히 별들이 노래하는 곳…
행복한 웃음이 번지는 곳…
환상의 섬 안면도 앞 바닷가 펜션…
바로, 골든웨이브 펜션입니다.
자연경관이 어우러져있는 이곳에서 아름다운 추억과 행복한 기억을 담아가시기 바랍니다.",99.jpg
태안,stay,펜션,노을빛 풍경,충남 태안군 남면 곰섬로 236-72,36.5969067,126.289854,041-675-6300,http://www.taeannoeul.com/,"원룸침대(4개실), 다락방+거실(4개실), 침대방+거실(5개실)","자연과 함께하는 편안함과 휴식, 즐거움이 가득한 노을빛 풍경 펜션은 태안군 남면에 위치하고 있으며, 갯벌체험 / 해변자전거 / 보드게임 등 다양한 즐길거리와 체험으로 관광객 여러분들으 맞이하고 있습니다.
특히, 아름다운 바다가 훤히 내려다보이는 야외 바베큐장에서 맛있고, 즐거운 바베큐파티를 즐길수 있습니다.
운동시설과 수영장 또한 갖춰져 있어 단체,모임,MT 관광객들에게도 안성맞춤 펜션입니다.",100.jpg
태안,stay,펜션,시에스타,충남 태안군 남면 청포대길 57-90,36.6351391,126.301689,041-674-1813,http://www.siestapension.com/,"침대원룸(4개실), 투룸(2개실), 복층침대룸(2개실)","태안군 안면도에 위치한 시에스타 펜션은 넓은 백사장과 푸른 파도, 울창한 송림을 자랑하는 청포대 해수욕장에 위치하고 있습니다.
시에스타 펜션에서 청포대 해수욕장까지의 거리는 도보로 2분정도이며, 주변에 솔밭이 있어 도시에서의 일상을 벗어나 자연과 함께하는 산림욕을 즐기실 수 있습니다.
아름다운 자연이 살아 숨쉬는 시에스타에서 낭만과 설레임, 작은 행복을 느끼시기 바랍니다.",
태안,stay,펜션,몽산포아라펜션,충남 태안군 남면 몽산포길 67-34,36.671436,126.286562,041-672-2657,http://www.mongsanpoara.com/,"커플룸(2실), 투룸(5실)","아라'는 순 우리말로 '바다'라는 뜻을 가지고 있습니다.
아라펜션은 몽산포해수욕장과 바로 앞에 붙어있으며 방문시 해변산책도 즐기실 수 있습니다. 가까운 몽산포항에서 조개구이와 회, 그리고 갯벌체험까지 다양한 경험과 석양의 아름다움을 느껴보시기 바랍니다.",
태안,stay,펜션,그림일기,충남 태안군 남면 청포대길 76-5,36.6410673,126.303034,041-675-5857,http://www.pensiondiary.com/,"침대+스파(7실), 침대 2층(2실), 침대방거실","그림일기 펜션은 각 테마별로 객실을 꾸며 연인,커플 뿐만 아니라 가족단위의 관광객들에게 많은 인기를 얻고 있습니다. 태안지역 주변 경비행기, 4륜바이크, 서바이벌게임, 낚시 등의 다양한 체험하실 수 있습니다.
서비스 시설등으로는 스파, 월풀, 개별바베큐, 운동기구, 보드게임 등의 놀이기구들도 제공을 해드립니다.",103.jpg
태안,stay,펜션,파티파티,충남 태안군 남면 청포대길 84,36.6415686,126.30247,041-672-0973,http://www.partypartypension.com/,"1층(침대원룸,침대방), 2층(침대원룸 4실,침대방 2실), 3층(침대원룸 4실, 침대방 2실)","태안군에 위치한 파티파티펜션은 청포대해수욕장 바닷가 앞에 위치해 있어 서해바다의 갯벌체험과 일몰을 감상할 수 있습니다. 또한 실내에 월풀과 스파시설이 마련되어 있어, 항상 깨끗한물로 그날의 피로를 말끔하게 풀수 있습니다.
무한으로 제공되는 바베큐파티에 참여하여, 맛있는 저녁식사와 함께 카약/카누/수영 등 다양한 레포츠도 즐기실 수 있습니다.",104.jpg
태안,stay,펜션,린더버그,충남 태안군 남면 마검포길 313-40,36.6085112,126.291044,041-674-1496,http://www.linder.co.kr/,"스파룸(셀레너,빙카,카라,바렌츠,팰리스,스위트), 일반룸(립테프,태즈인,베르겐,로테스)","린더버그는 중세시대 바그너의 음악을 사랑했던 독일의 황제 루드비히 2세가 건축한 아름다운 고성 린더호프 캐슬을 모티브로 설계 시공된 바로크양식의 건축물입니다.
국내 유일 해안국립공원 내 마검포 해수욕장에 위치해 각 객실에서 소나무 사이로 바다가 조야되며 수영복을 입은채 맨발로(30m) 모래사장을 가실수 있습니다. 소나무 숲에서 산림욕과 바비큐를 즐기 수 있고, 깨긋한 모래사장에서 소라,골뱅이,조개 등을 잡는 즐거운 체험 그리고 환상적인 낙조 속에서 백사장을 따라 등대까지 산책을 즐길수 있습니다.
이런 천혜의 관광지이지만 해안 국립공원 특성상 난개발이 되지 않아 깨끗하고 조용하여 중세유럽 지중해의 아름다운 성으로 여행 온 듯한 낭만과 추억을 드릴 것입니다.",105.jpg
태안,stay,펜션,별궁,충남 태안군 이원면 원이로 2492,36.940608,126.301578,010-4579-7272,http://www.byulgung.com/,12개의 별자리별로 객실 제공,"별궁펜션의 한옥은 우리 선조들의 전통문화를 이어온 한국의 전통 건축양식이며 구들방, 기와, 대청마루, 아궁이, 굴뚝 등 예부터 내려오던 방식, 선조들의 지혜를 그대로 따르려고 많은 노력을 하였습니다.
친환경 건축자재인 나무를 사용하여 (써까래, 기둥과 도리, 보, 마루 등) 건축의 골조를 세웠습니다. 지붕은 나무로 천정바닥을 만들고 순수 황토로 천정을 덮어서 그위에 기와로 지붕을 입히고, 건축물 내부의 바닥은 흙으로만 채워졌습니다.
자연이 살아숨쉬는 건강한 행복에너지 태안 별궁으로 오셔서 힐링하세요",106.jpg
태안,stay,펜션,엘도라도,충남 태안군 남면 마검포길 331,36.6116898,126.290646,041-673-2039,http://www.goeldorado.co.kr/,"커플룸 10, 패밀리룸 1","해안선을 따라 우거진 향긋한 솔숲의 향기가 가득하고 바로 앞에 푸른바다가 펼쳐져 있는 아름다운 안면도 펜션입니다.
아늑한 정원에 있는 ",107.jpg
태안,stay,펜션,연포펜션하우스,충남 태안군 근흥면 용도로 99,36.6954275,126.210261,041-673-1587,http://www.younpopension.com/,"패밀리룸 17, 대형룸 1",저희 펜션하우스는 학생 MT 및 직장인 단체는 물론 연인과 가족의 오붓한 시간에도 더할 나위 없는 즐거움을 드립니다. 최신식 콘도형으로 지어진 만큼 기본적인 취사도구는 물론 취사에 필요한 세심한 도구까지도 마련되어 있어 마치 집에 온듯한 편안한 기분으로 휴가를 보내실 수 있습니다.,108.jpg
태안,stay,펜션,소나무 풍경,충남 태안군 남면 별주부길 116,36.6342129,126.303565,010-9633-3272,http://www.pineview.kr/,객실 10,"울창한 소나무 숲속에서 솔숲의 향기와 안면도에서 잡은 활어를 즐기면서 안락하게 휴식을 취할 수 있는 안면도 펜션입니다.
한여름 수영장에서 즐겁게 물놀이도 하시고 수영장 테라스에서 식사와 다과를 즐기시면서 즐겁고 특별한 추억을 남기시길 바랍니다.",109.jpg
태안,stay,펜션,샤론,충남 태안군 남면 청포대길 102,36.6429896,126.30201,010-9415-6357,http://www.sharonpension.co.kr/,"커플룸 8, 패밀리룸 6","행복이 가득한 샤론펜션입니다.
바쁜 일상 속의 삶에서 벗어나 아름다운 에메랄드 빛 바다를 보며 여유로운 시간을 가져 봅니다.
샤론펜션 앞 청포대 바다는 주변의 울창한 송림과 모래밭, 몽산포와 이어지는 넓은 백사장은 편안함을 줍니다.
카리브해안처럼 편안하고 낭만적인 샤론펜션에서 오늘도 아름다운 추억을 만들어 갑니다.",110.jpg
태안,stay,펜션,지오랜드 레저토피아,충남 태안군 남면 마검포길 104-108,36.6222843,126.303941,041-675-5890,http://www.vj114.com/,"캠핑카, 통나무집, 패밀리동, 워크샵동, 아일랜드동","안면도 지역의 많은 펜션 중에 '레저토피아 지오랜드는 수려한 자연경관과 더불어 다양한 이색 레포츠를 체험할 수 있는 곳으로 유명합니다. 갯벌체험과 서바이벌게임, 독살체험, ATV(사륜 오토바이)등은 지오랜드의 대표적인 체험활동입니다.",111.jpg
태안,stay,펜션,파인웰스,충남 태안군 안면읍 안면대로 2608-72,36.5411975,126.351071,041-673-5006,http://www.pinewealth.co.kr/,"다솔동(독립형), 한솔동(가족형 별장), 두솔동, 세솔동, 별동",다양한 패키지 상품이 있는 파인웰스입니다. 아름드리 백년홍송 소나무 아래 클래식 음악같은 프로방스풍 별장에서 펼쳐지는 고품격 패키지로 귀하를 초대합니다.,
태안,stay,펜션,아틀랜틱리조트,충남 태안군 고남면 가경주길 47-71,36.4092604,126.4134,010-8925-5949,http://www.atlanticresort.co.kr/,"커플룸 16, 패밀리룸 4, 대형룸 6","주위를 둘러싼 나무향기와 푸른하늘, 파란바다를 맘껏 볼 수 있는 아름다운 안면도에 위치한 아틀랜틱 리조트입니다.
럭셔리한 세련됨과 아늑한 공간으로 꾸며진 객실 인테리어는 여느 펜션과 다른 분위기에서 편안하게 쉬실 수 있도록 하였습니다.",
태안,stay,펜션,칸타빌레,충남 태안군 남면 청포대길 57-38,36.637248,126.301749,041-674-8529,http://www.cantabilepension.com/,"커플룸 14, 패밀리룸 1","칸타빌레(cantabile)란 이탈리아어로 악보에서, '노래하듯이'라는 뜻입니다. 표정을 담아 선율을 아름답게 흐르듯이 연주하라는 이 말의 뜻과 같이 하늘과 바다가 어우러져 천상의 아리아를 노래하듯 아름다운 파도소리가 들리는 저희 펜션은 아름다운 경관과 맑은 공기를 즐기실 수 있습니다.",114.jpg
태안,stay,펜션,백화원 리조트,충남 태안군 태안읍 원이로 254-21,36.7800645,126.28076,041-672-8887,http://www.baekhwawon.co.kr/,"커플룸 4, 패밀리룸 10","백만송이 꽃들과 화사한 햇살, 원시를 만끽할 수 있는 이곳. 자연의 향기 그윽한 백화원에서 소중한 추억을 만들어보세요.",
태안,stay,펜션,게스트하우스 소소,충남 태안군 남면 안면대로 1296-36,36.6420024,126.304233,010-2933-3442,http://sosohouse.co.kr/,커플룸 6,"소소는 '작은미소'라는 뜻의 한자로, 여러분의 잔잔한 미소와 함께하는 소시이길 바라고 있습니다. 휴식의 기분을 알 것 같은 쉼표같은 느낌으로 집을 만들고 싶었습니다.",116.jpg
태안,stay,펜션,청포대 하와이,충남 태안군 남면 청포대길 29,36.6385639,126.304879,041-675-5858,http://www.hawaiipension.co.kr/,객실 24개,"넓은 해변에서 들려오는 파도소리, 갈매기 소리에 듣는 즐거움이 있고 해변에서의 바다생물들과 노는 즐거움이 있습니다.",
